"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SLCO2A1",0.145871074166829,4.08317291583689,0.63031374140753,0.529549962943652,0.891430287523102,-5.24211841659306
"CTU1",-0.118102707226809,0.8405142329347,-0.484597008364834,0.628743973052701,0.918849949539697,-5.24214677328566
"LBR",-0.17832099444513,6.5594680021003,-1.03360140751516,0.303162149834819,0.792666181606391,-5.24214948294467
"THOC6",-0.0106647616922552,2.56260735528202,-0.0476077805925595,0.962098866970036,0.992383529643532,-5.24221797330378
"CD274",-0.140403630884375,2.60605909323275,-0.662753127383038,0.508613479234016,0.883591772562883,-5.24250135386247
"SPINK5",-0.172663473137778,0.0690051743755333,-0.467302461067793,0.641033443799912,0.922856446022472,-5.24252182082297
"CES1",0.141440314241855,0.624681964311689,0.325403761668744,0.745376994555194,0.945109240895233,-5.24254760196516
"DUSP4",-0.138059675764649,2.47962937340845,-0.680551109700277,0.49731578296871,0.881464423310639,-5.24254873708799
"VPS37D",0.116191052622012,0.560697489700725,0.562669357812822,0.574588989010858,0.900482309477509,-5.24269728442344
"SEMA6C",-0.091563234360631,2.50928827478106,-0.398669257013078,0.690763908242789,0.931082645864729,-5.24275828524133
"SPATA24",-0.130441536522163,0.570020252783943,-0.459153501233949,0.64685901828522,0.923596463329628,-5.24276229647329
"SCG2",0.242897052336356,3.20788504709667,0.737239168841663,0.462250478166282,0.867874621971894,-5.24276342269114
"SMG9",-0.115683609643335,3.93447392158362,-0.748643790495245,0.455368337021564,0.867017347985594,-5.24277219811335
"RITA1",0.132555961176803,4.97144917403608,0.965737206270335,0.33589464658443,0.810637476546822,-5.24282636413688
"TRIM29",-0.152532044410439,-0.406516655428901,-0.416674884079568,0.677574968527456,0.927329423841361,-5.24286077978778
"MBD1",0.118807377378393,5.04208118305406,0.845345222597444,0.399407046845318,0.838358054001539,-5.24296575482288
"KIF18B",0.127487284811964,2.12769440882389,0.461362520909767,0.64527763892606,0.923214740394036,-5.24301238359448
"SGSM1",-0.138235413828883,1.93702814574736,-0.72797539389919,0.467883653791452,0.868523603864647,-5.24306012727817
"EME2",0.0484136694426803,2.70738775155324,0.155999586075483,0.876265314928887,0.977595563966806,-5.24318008983138
"ACHE",0.131539395828731,3.01088537418182,0.429879096211873,0.667965849944809,0.926891714211395,-5.243241190408
"ATRIP",0.00697933554798524,0.869883972141324,0.0235216749596584,0.981268722434383,0.997475228693173,-5.24364572860031
"SYTL4",0.160898363536554,4.21662335740094,0.934534945495809,0.351688985849326,0.82078756587145,-5.24381354441124
"CTSH",-0.181345775576635,6.42997118567335,-1.01345628304597,0.312646928398658,0.796541584875673,-5.2439242426521
"IRAK2",-0.06374123599448,2.31623467705377,-0.289156833985413,0.772902910416487,0.951575369616959,-5.24395390541733
"GABRR2",-0.09220194592894,-0.460526916328602,-0.391339268089748,0.696160637818432,0.931163706839739,-5.2440835551279
"TUBA1A",-0.18929680073209,5.88763152417239,-1.03486357905438,0.302574397408633,0.792008717066942,-5.24411105544603
"CLEC7A",-0.195342288751844,2.88774762295303,-0.731032538242466,0.466020406406082,0.868343333192476,-5.24421735693273
"CLDN23",0.583133768275473,1.52954890247719,0.575780095416315,0.56571802304417,0.897590712196062,-5.24441396599586
"DNAJC6",0.046796906585145,0.0272576137182323,0.195157774188784,0.845561507132882,0.968283903933752,-5.24449632006854
"SHROOM3",0.148668397570307,7.21711765709374,1.01158818925919,0.313536376141845,0.796541584875673,-5.24463130729711
"ATAD2",-0.129255403353139,4.63806639026896,-0.932019237637727,0.352982817379457,0.82078756587145,-5.24477493995371
"RIMBP2",0.113651609992311,1.14022429189574,0.471992486462806,0.637690689048372,0.922122663993364,-5.24487166397818
"POT1",-0.142303815187496,3.44695769849897,-0.799737318457405,0.425261555205945,0.853129232709888,-5.24489737084421
"SHROOM2",0.124478753687975,1.14072595439029,0.59416396503906,0.553392291805868,0.896288581891861,-5.24489882608514
"ANKHD1",0.165335656569824,6.61902703078177,1.0222418187203,0.308486461549323,0.795172087718718,-5.24491013577885
"UFM1",0.116555138677893,6.03836166634532,1.00948893502133,0.314537892586332,0.79696510711593,-5.24497449805494
"ZUP1",0.101156205217503,3.17305542452098,0.668693070915435,0.50482789403009,0.883226305897549,-5.24510889730007
"SLC16A6",-0.112231949882713,0.409993026673955,-0.466012597408617,0.64195407314152,0.922940484222637,-5.24511588212674
"MFAP1",0.103169881804851,5.26059787307023,1.02082050978424,0.309157012994862,0.795172087718718,-5.2451479247707
"SPAG4",-0.139803794196272,0.461308799030407,-0.438616720351508,0.661637205049492,0.926810846021375,-5.24524275960061
"RHBDD3",-0.121349599428591,3.32010209394132,-0.725326360202995,0.469501537634215,0.869277491766512,-5.24531572827999
"REM2",-0.111787432403789,-0.697765475712539,-0.345516699859584,0.730241306622718,0.940466891005706,-5.24535557771531
